Monit_MAP_CODE1,Year,GARAGE_mean,BASEMENT_mean,OTHER_COOLING,UNKNOWN_COOLING,FORCED AIR_COOLING,N_COOLING,Y_COOLING,1 AC UNIT_COOLING,A/CON_COOLING,CENTRAL W/AIR COND_COOLING,1_COOLING,0_COOLING,CONDOMINIUM,UNKNOWN_DWELL_TYPE,OTHER_DWELL,SINGLE-FAMILY / OWNER OCCUPIED,TOWNHOUSE,S.FAM.RES
19002100-01,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03477051460361613,0.04728789986091794,0.0,0.29151599443671766,0.6264255910987483
82007700-01,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19002300-01,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042787286063569685,0.0006112469437652812,0.0,0.16625916870415647,0.7903422982885085
82011301-01,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
70002600-01,2013,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82015900-01,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10012100-01,2010,0.3412698412698413,0.0,0.0,0.5634920634920635,0.0,0.0,0.0,0.4365079365079365,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19034800-01,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03471158754466565,0.09324485281606262,0.0,0.3546026884464863,0.5174408711927855
82010300-01,2013,0.887308533916849,0.912472647702407,0.0,0.087527352297593,0.0,0.04048140043763676,0.8719912472647703,0.0,0.0,0.0,0.0,0.0,0.0,0.087527352297593,0.002188183807439825,0.7439824945295405,0.16630196936542668,0.0
10012100-01,2007,0.328,0.0,0.016,0.56,0.0,0.0,0.0,0.424,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82002000-01,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82033400-01,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19044600-01,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02571795970852979,0.007715387912558937,0.0,0.05443634804972139,0.9121303043291898
70002600-01,2011,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82013700-01,2004,0.0176017601760176,0.506050605060506,0.041804180418041806,0.49174917491749176,0.0,0.0,0.0,0.0,0.46644664466446645,0.0,0.0,0.0,0.0,0.4884488448844885,0.5115511551155115,0.0,0.0,0.0
27003501-01,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82009700-01,2006,0.0,0.0018281535648994515,0.001218769043266301,0.9981718464351006,0.0,0.0,0.0,0.0,0.0006093845216331506,0.0,0.0,0.0,0.0,0.9981718464351006,0.0018281535648994515,0.0,0.0,0.0
27062700-01,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27071100-01,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10009500-01,2004,0.6408450704225352,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82008700-01,2011,0.813953488372093,0.8232558139534883,0.0,0.17674418604651163,0.0,0.027906976744186046,0.7953488372093023,0.0,0.0,0.0,0.0,0.0,0.0,0.17674418604651163,0.0,0.7511627906976744,0.07209302325581396,0.0
82003400-01,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27062700-01,2014,0.881896430083251,0.8827430506561309,0.0,0.13447156765909413,0.8014674756596585,0.06406095668124735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27003501-01,2012,0.8047533092659447,0.6573405535499398,0.0,0.3838748495788207,0.6161251504211793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82003400-01,2012,0.23076923076923078,0.3076923076923077,0.0,0.6923076923076923,0.0,0.23076923076923078,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.0,0.3076923076923077,0.0,0.0
27005300-01,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82012300-01,2010,0.6987951807228916,0.7771084337349398,0.0,0.3192771084337349,0.0,0.0,0.6807228915662651,0.0,0.0,0.0,0.0,0.0,0.0,0.22289156626506024,0.0,0.7771084337349398,0.0,0.0
82003400-01,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82012200-01,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82033400-01,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82010300-01,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10001100-01,2007,0.45466666666666666,0.0,0.004,0.144,0.0,0.0,0.0,0.852,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
02000500-01,2004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82010400-01,2004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10009500-01,2008,0.3333333333333333,0.0,0.013333333333333334,0.5333333333333333,0.0,0.0,0.0,0.4533333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82036800-01,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27004201-01,2004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82008700-01,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82036800-01,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27071100-01,2012,0.6662731208185754,0.49212908303817393,0.0,0.44510035419126326,0.5548996458087367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27005300-01,2009,0.6987109160724081,0.008502468458584751,0.0,0.45501919912232586,0.5449808008776742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82033400-01,2011,0.6125,0.6375,0.0,0.3625,0.0,0.0875,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.3625,0.0,0.6375,0.0,0.0
27004201-01,2010,0.9136878814298169,0.036617262423714034,0.0,0.24891020052310375,0.7510897994768962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27007000-01,2012,0.269586814179273,0.05238202754572138,0.0,0.743057123504177,0.256942876495823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82008700-01,2010,0.8181818181818182,0.8251748251748252,0.0,0.26573426573426573,0.0,0.0,0.7342657342657343,0.0,0.0,0.0,0.0,0.0,0.0,0.17482517482517482,0.0,0.752913752913753,0.07226107226107226,0.0
27062700-01,2012,0.9135035981374348,0.8810498095103712,0.0,0.19147735289967546,0.8085226471003245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82003400-01,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82009200-01,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10001100-01,2006,0.87248322147651,0.0,0.006711409395973154,0.14630872483221477,0.0,0.0,0.0,0.8469798657718121,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82013700-01,2008,0.018163471241170535,0.4803229061553986,0.03632694248234107,0.5176589303733602,0.0,0.0,0.0,0.0,0.44601412714429867,0.0,0.0,0.0,0.0,0.5186680121089808,0.48133198789101916,0.0,0.0,0.0
82007700-01,2009,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82008700-01,2004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82033400-01,2012,0.6125,0.6375,0.0,0.3625,0.0,0.075,0.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.3625,0.0,0.6375,0.0,0.0
70002600-01,2014,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27005300-01,2014,0.7213338800054667,0.4955582889162225,0.0,0.3070930709307093,0.5417520841875085,0.15115484488178216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10012100-01,2011,0.6349206349206349,0.0,0.015873015873015872,0.5634920634920635,0.0,0.0,0.0,0.42063492063492064,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82010400-01,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10001100-01,2012,0.8988015978695073,0.0,0.007989347536617843,0.1318242343541944,0.0,0.0,0.0,0.8601864181091877,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
70002600-01,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10001900-01,2004,0.665884561238855,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10001900-01,2013,0.7205349679576484,0.0,0.01058790749512399,0.2663694622457509,0.0,0.0,0.0,0.7230426302591251,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10001900-01,2005,0.6667941851568477,0.0,0.0045906656465187455,0.40321346595256313,0.0,0.0,0.0,0.5921958684009181,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27062700-01,2011,0.9006622516556292,0.15894039735099338,0.0,0.1948710722840637,0.8051289277159364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82015900-01,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82011602-01,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27005300-01,2011,0.6954557897618396,0.008486175745962223,0.0,0.45729537366548045,0.5427046263345195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82005400-01,2006,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19002400-01,2004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09010736196319018,0.15682515337423314,0.0,0.4700920245398773,0.28297546012269936
82009002-01,2005,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10005200-01,2006,0.5144927536231884,0.0,0.007246376811594203,0.5978260869565217,0.0,0.0,0.0,0.39492753623188404,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10000200-01,2013,0.195416164053076,0.028950542822677925,0.009650180940892641,0.8069963811821471,0.09891435464414958,0.014475271411338963,0.0,0.06996381182147166,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27003501-01,2014,0.669573060733614,0.6545399879735417,0.0,0.26007215874924833,0.5850871918220084,0.15484064942874323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10000200-01,2004,0.014577259475218658,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82015900-01,2004,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
82011602-01,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
10005200-01,2005,0.7251908396946565,0.0,0.010178117048346057,0.4402035623409669,0.0,0.0,0.0,0.549618320610687,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
27004201-01,2007,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
19002100-01,2010,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061714909885308575,0.03659202621518296,0.0,0.2867285636264336,0.6149645002730748
19034800-01,2008,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026879891119428376,0.09390949302483838,0.0,0.3611772711806737,0.5180333446750596
